,date,entity,classification,softmax,article_count
2757,2023-06-24,A,NEUTRAL,"{'positive': 0.10147709783708064, 'neutral': 0.7366248152636953, 'negative': 0.16189809052528467}",6
2758,2023-06-24,ALL,NEGATIVE,"{'positive': 0.006829871097579598, 'neutral': 0.22026756405830383, 'negative': 0.7729025483131409}",1
2759,2023-06-24,ARE,NEUTRAL,"{'positive': 0.10437596258189945, 'neutral': 0.6962123119996654, 'negative': 0.19941173110985091}",3
2760,2023-06-24,COST,NEGATIVE,"{'positive': 0.006603048648685217, 'neutral': 0.08522392064332962, 'negative': 0.9081730246543884}",1
2761,2023-06-24,HAS,NEUTRAL,"{'positive': 0.11926346018056695, 'neutral': 0.8163694851100445, 'negative': 0.06436707144409107}",4
2762,2023-06-24,IT,NEUTRAL,"{'positive': 0.09966557334604052, 'neutral': 0.8829220078885556, 'negative': 0.01741243847257768}",5
2763,2023-06-24,META,NEUTRAL,"{'positive': 0.0012551877371151932, 'neutral': 0.8466677889227867, 'negative': 0.15207703493069857}",1
2764,2023-06-24,NOW,NEGATIVE,"{'positive': 0.0007495045138057321, 'neutral': 0.004254860687069595, 'negative': 0.9949956387281418}",2
2765,2023-06-24,O,NEUTRAL,"{'positive': 0.0034117409959435463, 'neutral': 0.5321235358715057, 'negative': 0.4644647091627121}",1
2766,2023-06-24,ON,NEUTRAL,"{'positive': 0.005777647089368354, 'neutral': 0.6460684823741516, 'negative': 0.34815385257514814}",5
2767,2023-06-24,SO,NEGATIVE,"{'positive': 0.0012737276265397668, 'neutral': 0.013201258610934019, 'negative': 0.985524982213974}",1
2768,2023-06-25,A,NEUTRAL,"{'positive': 0.057067634475955024, 'neutral': 0.8576107408540345, 'negative': 0.0853216379817541}",9
2769,2023-06-25,ARE,NEUTRAL,"{'positive': 0.44703672676405404, 'neutral': 0.4940753874834627, 'negative': 0.05888791589677567}",4
2770,2023-06-25,BEN,NEUTRAL,"{'positive': 0.005898836301639676, 'neutral': 0.9933152198791504, 'negative': 0.0007859770848881453}",1
2771,2023-06-25,COST,NEGATIVE,"{'positive': 0.006636347621679306, 'neutral': 0.08529146015644073, 'negative': 0.9080722332000732}",1
2772,2023-06-25,HAS,NEUTRAL,"{'positive': 0.0013805830753376035, 'neutral': 0.9669376264015833, 'negative': 0.031681796124757966}",6
2773,2023-06-25,IT,NEUTRAL,"{'positive': 0.09482013194914432, 'neutral': 0.8782754364113012, 'negative': 0.026904452641314008}",7
2774,2023-06-25,NOW,NEUTRAL,"{'positive': 0.061534474487416446, 'neutral': 0.9103224948048592, 'negative': 0.028143005270976573}",2
2775,2023-06-25,O,NEUTRAL,"{'positive': 0.10081810876727104, 'neutral': 0.8968876600265503, 'negative': 0.0022941946517676115}",1
2776,2023-06-25,ON,NEUTRAL,"{'positive': 0.1700929427811172, 'neutral': 0.7125803545294773, 'negative': 0.11732668036083418}",8
2777,2023-06-25,RE,NEUTRAL,"{'positive': 0.00028488319367170334, 'neutral': 0.997765064239502, 'negative': 0.001950123580172658}",1
2778,2023-06-25,V,NEUTRAL,"{'positive': 0.0018508350310314978, 'neutral': 0.8243073225021362, 'negative': 0.17384185148070433}",1
2779,2023-06-25,WELL,NEUTRAL,"{'positive': 0.0009790781186893582, 'neutral': 0.9973810613155365, 'negative': 0.0016398539301007986}",1
2780,2023-06-26,A,NEUTRAL,"{'positive': 0.10630294419376485, 'neutral': 0.7334825662978738, 'negative': 0.16021448698554303}",11
2781,2023-06-26,ALL,NEUTRAL,"{'positive': 0.010328546088809768, 'neutral': 0.9886149267355601, 'negative': 0.0010565299890004098}",3
2782,2023-06-26,ARE,NEUTRAL,"{'positive': 0.07258500080448964, 'neutral': 0.7942852591343884, 'negative': 0.13312974142839568}",8
2783,2023-06-26,CCL,NEUTRAL,"{'positive': 0.009544238541275262, 'neutral': 0.9451626539230347, 'negative': 0.04529308993369341}",1
2784,2023-06-26,COST,NEUTRAL,"{'positive': 0.2217089370455748, 'neutral': 0.5939549916268637, 'negative': 0.18433606762749455}",4
2785,2023-06-26,HAS,NEUTRAL,"{'positive': 0.11613744478513363, 'neutral': 0.7495492953064276, 'negative': 0.13431324895334132}",5
2786,2023-06-26,IT,NEUTRAL,"{'positive': 0.14183132639512816, 'neutral': 0.7545592904980011, 'negative': 0.10360939400085795}",9
2787,2023-06-26,KEY,NEUTRAL,"{'positive': 0.004183617187663913, 'neutral': 0.6979372203350067, 'negative': 0.29787913663312793}",1
2788,2023-06-26,LOW,NEUTRAL,"{'positive': 0.03846723213791847, 'neutral': 0.9574310779571533, 'negative': 0.004101645201444626}",1
2789,2023-06-26,NKE,NEUTRAL,"{'positive': 0.000912988733034581, 'neutral': 0.9968875646591187, 'negative': 0.002199442475102842}",1
2790,2023-06-26,NOW,NEUTRAL,"{'positive': 0.0010469352127984166, 'neutral': 0.9582374691963196, 'negative': 0.04071566338340441}",1
2791,2023-06-26,ON,NEUTRAL,"{'positive': 0.019057727847526205, 'neutral': 0.9304137433170777, 'negative': 0.05052854258464609}",9
2792,2023-06-26,RE,NEUTRAL,"{'positive': 0.0008695860451553017, 'neutral': 0.9044786691665649, 'negative': 0.09465180043480359}",2
2793,2023-06-26,SO,NEUTRAL,"{'positive': 0.42769393666336936, 'neutral': 0.49031080802281696, 'negative': 0.08199526245395343}",3
2794,2023-06-26,TGT,NEUTRAL,"{'positive': 0.003514761454425752, 'neutral': 0.6669463366270065, 'negative': 0.3295389515988063}",2
2795,2023-06-26,WELL,NEUTRAL,"{'positive': 0.0009791494812816381, 'neutral': 0.9973704814910889, 'negative': 0.0016504352679476142}",1
2796,2023-06-27,A,NEUTRAL,"{'positive': 0.023950157917681243, 'neutral': 0.8955179929127745, 'negative': 0.08053185301581223}",19
2797,2023-06-27,ALL,NEUTRAL,"{'positive': 0.010456996940774843, 'neutral': 0.6299675479531288, 'negative': 0.35957544660777785}",2
2798,2023-06-27,APP,NEUTRAL,"{'positive': 0.002828245904917518, 'neutral': 0.9304840962092081, 'negative': 0.06668764803907834}",1
2799,2023-06-27,ARE,NEUTRAL,"{'positive': 0.017315587462184742, 'neutral': 0.593422876890729, 'negative': 0.38926153718640166}",9
2800,2023-06-27,CMA,NEUTRAL,"{'positive': 0.0005621913005597889, 'neutral': 0.9849719703197479, 'negative': 0.01446583028882742}",1
2801,2023-06-27,DE,NEUTRAL,"{'positive': 0.0017379507577667634, 'neutral': 0.9980175495147705, 'negative': 0.00024450026588359225}",1
2802,2023-06-27,FOX,NEUTRAL,"{'positive': 0.0009215926984325051, 'neutral': 0.9828474720319113, 'negative': 0.016230973647907376}",1
2803,2023-06-27,FOXA,NEUTRAL,"{'positive': 0.002672017008687059, 'neutral': 0.7005859762430191, 'negative': 0.2967420170704524}",1
2804,2023-06-27,GOOG,NEUTRAL,"{'positive': 0.000824977207230404, 'neutral': 0.9922325313091278, 'negative': 0.006942484062165022}",1
2805,2023-06-27,GOOGL,NEUTRAL,"{'positive': 0.000824977207230404, 'neutral': 0.9922325313091278, 'negative': 0.006942484062165022}",1
2806,2023-06-27,HAS,NEUTRAL,"{'positive': 0.022383097356106278, 'neutral': 0.7465386906770444, 'negative': 0.2310781982794082}",11
2807,2023-06-27,IT,NEUTRAL,"{'positive': 0.025880327445601804, 'neutral': 0.8969016093867166, 'negative': 0.07721805976676045}",15
2808,2023-06-27,META,NEUTRAL,"{'positive': 0.0022797693964093924, 'neutral': 0.8280794620513916, 'negative': 0.16964071989059448}",1
2809,2023-06-27,NOW,NEUTRAL,"{'positive': 0.0015317211509682238, 'neutral': 0.9753505140542984, 'negative': 0.023117798496969044}",2
2810,2023-06-27,ON,NEUTRAL,"{'positive': 0.016111451245661823, 'neutral': 0.8650347699429587, 'negative': 0.11885377842365019}",14
2811,2023-06-27,RE,NEUTRAL,"{'positive': 0.0015860058483667672, 'neutral': 0.8573088198900223, 'negative': 0.14110515866195783}",2
2812,2023-06-27,SO,NEUTRAL,"{'positive': 0.09072492302447144, 'neutral': 0.896714120441013, 'negative': 0.012560959571662048}",3
2813,2023-06-27,TECH,NEUTRAL,"{'positive': 0.003107327764155343, 'neutral': 0.5788541220827028, 'negative': 0.41803856496699154}",2
2814,2023-06-27,TGT,NEUTRAL,"{'positive': 0.004964628174073166, 'neutral': 0.6739198631710476, 'negative': 0.3211155222935809}",5
2815,2023-06-27,V,NEGATIVE,"{'positive': 0.0015075901872478425, 'neutral': 0.18695449382066726, 'negative': 0.8115379065275192}",1
2816,2023-06-28,A,NEUTRAL,"{'positive': 0.024437755623865007, 'neutral': 0.8749532057093646, 'negative': 0.10060903582108068}",18
2817,2023-06-28,ALL,NEUTRAL,"{'positive': 0.09143817808944732, 'neutral': 0.8311691184838613, 'negative': 0.07739272632170469}",3
2818,2023-06-28,APP,NEUTRAL,"{'positive': 0.0036228044191375375, 'neutral': 0.7964634597301483, 'negative': 0.19991374015808105}",1
2819,2023-06-28,ARE,NEUTRAL,"{'positive': 0.0020164223438400354, 'neutral': 0.795757675269806, 'negative': 0.20222589901964916}",12
2820,2023-06-28,CMA,NEUTRAL,"{'positive': 0.001069691265001893, 'neutral': 0.9604114592075348, 'negative': 0.038518916349858046}",1
2821,2023-06-28,COST,NEUTRAL,"{'positive': 0.004845174815272912, 'neutral': 0.7801177836954594, 'negative': 0.21503701340407133}",2
2822,2023-06-28,HAS,NEUTRAL,"{'positive': 0.13445557861878757, 'neutral': 0.7943216375571516, 'negative': 0.07122278484346661}",8
2823,2023-06-28,IT,NEUTRAL,"{'positive': 0.008368415682318569, 'neutral': 0.8519039227139382, 'negative': 0.13972765396390582}",14
2824,2023-06-28,KEY,NEUTRAL,"{'positive': 0.0031137140467762947, 'neutral': 0.9902774691581726, 'negative': 0.006608753465116024}",1
2825,2023-06-28,META,NEUTRAL,"{'positive': 0.0016608072373156364, 'neutral': 0.6609387935784, 'negative': 0.337400403787167}",1
2826,2023-06-28,NOW,NEGATIVE,"{'positive': 0.00514573697000742, 'neutral': 0.09396426752209663, 'negative': 0.9008899629116058}",1
2827,2023-06-28,O,NEUTRAL,"{'positive': 0.0020910901948809624, 'neutral': 0.9403104186058044, 'negative': 0.05759851145558059}",1
2828,2023-06-28,ON,NEUTRAL,"{'positive': 0.0042137326721800525, 'neutral': 0.8960136845772242, 'negative': 0.09977259249475515}",16
2829,2023-06-28,RE,NEUTRAL,"{'positive': 0.04139288243216773, 'neutral': 0.930848608414332, 'negative': 0.02775850564406331}",3
2830,2023-06-28,ROST,NEUTRAL,"{'positive': 0.0009444625175092369, 'neutral': 0.9669938385486603, 'negative': 0.03206172518548556}",1
2831,2023-06-28,SEE,NEUTRAL,"{'positive': 0.0015330729074776173, 'neutral': 0.9642828404903412, 'negative': 0.03418411190796178}",2
2832,2023-06-28,TECH,NEGATIVE,"{'positive': 0.003223401727154851, 'neutral': 0.004091768991202116, 'negative': 0.9926848113536835}",1
2833,2023-06-28,TGT,NEUTRAL,"{'positive': 0.00901805035440096, 'neutral': 0.969907530148824, 'negative': 0.021074430654213452}",4
2834,2023-06-28,WELL,NEUTRAL,"{'positive': 0.00098191830329597, 'neutral': 0.9973790645599365, 'negative': 0.0016390429809689522}",1
2835,2023-06-29,A,NEUTRAL,"{'positive': 0.09125439691161225, 'neutral': 0.7128535658596269, 'negative': 0.19589204299264656}",15
2836,2023-06-29,ALL,NEGATIVE,"{'positive': 0.08150756952818483, 'neutral': 0.2345546210805575, 'negative': 0.6839377929766973}",3
2837,2023-06-29,ARE,NEUTRAL,"{'positive': 0.010216751816367695, 'neutral': 0.6899783366762843, 'negative': 0.29980490271190446}",4
2838,2023-06-29,COST,NEUTRAL,"{'positive': 0.23506164771970361, 'neutral': 0.610671192407608, 'negative': 0.1542672049254179}",2
2839,2023-06-29,EA,NEUTRAL,"{'positive': 0.0026936501963064075, 'neutral': 0.9934196174144745, 'negative': 0.003886772959958762}",1
2840,2023-06-29,HAS,NEUTRAL,"{'positive': 0.14808914088010533, 'neutral': 0.6956423600291403, 'negative': 0.15626850834807407}",7
2841,2023-06-29,IT,NEUTRAL,"{'positive': 0.10921056850286434, 'neutral': 0.8176067440309439, 'negative': 0.0731826788668928}",13
2842,2023-06-29,META,NEUTRAL,"{'positive': 0.0011625701317825587, 'neutral': 0.5487133665737929, 'negative': 0.4501240760437213}",1
2843,2023-06-29,NOW,NEGATIVE,"{'positive': 0.005155463935807347, 'neutral': 0.09412818774580956, 'negative': 0.9007163345813751}",1
2844,2023-06-29,ON,NEUTRAL,"{'positive': 0.03330390683859217, 'neutral': 0.7212649351935828, 'negative': 0.24543115323931522}",14
2845,2023-06-29,PM,NEUTRAL,"{'positive': 0.0002903117856476456, 'neutral': 0.9994606773058573, 'negative': 0.0002489959685287128}",1
2846,2023-06-29,SEE,NEUTRAL,"{'positive': 0.0013800256565446034, 'neutral': 0.9641517251729965, 'negative': 0.03446828047162853}",1
2847,2023-06-29,SO,NEUTRAL,"{'positive': 0.007661354378797114, 'neutral': 0.8637145087122917, 'negative': 0.12862415942981897}",4
2848,2023-06-29,TGT,NEUTRAL,"{'positive': 0.006111587941025694, 'neutral': 0.9477225840091705, 'negative': 0.04616583336610347}",3
2849,2023-06-29,WELL,NEUTRAL,"{'positive': 0.005828553112223744, 'neutral': 0.992576003074646, 'negative': 0.0015955145354382694}",1
2850,2023-06-30,A,NEUTRAL,"{'positive': 0.04532553248989303, 'neutral': 0.8386131044270739, 'negative': 0.11606136826052482}",16
2851,2023-06-30,AAPL,NEUTRAL,"{'positive': 0.3795446298783645, 'neutral': 0.6182535268366337, 'negative': 0.0022018388379365207}",1
2852,2023-06-30,ADBE,NEUTRAL,"{'positive': 0.006145112356171012, 'neutral': 0.8391148447990417, 'negative': 0.15474005236756055}",1
2853,2023-06-30,ALL,NEUTRAL,"{'positive': 0.007943661927129142, 'neutral': 0.6506139002740383, 'negative': 0.3414424551956472}",4
2854,2023-06-30,ARE,NEUTRAL,"{'positive': 0.11766466134582937, 'neutral': 0.5302489096849141, 'negative': 0.3520864323140216}",11
2855,2023-06-30,CMA,NEUTRAL,"{'positive': 0.0013172305771149695, 'neutral': 0.961119270324707, 'negative': 0.0375635017931927}",1
2856,2023-06-30,DASH,NEUTRAL,"{'positive': 0.000722218124428764, 'neutral': 0.9978955030441284, 'negative': 0.0013823074055835604}",1
2857,2023-06-30,HAS,NEUTRAL,"{'positive': 0.019978189984021403, 'neutral': 0.7185388448134723, 'negative': 0.2614829734701354}",9
2858,2023-06-30,IT,NEUTRAL,"{'positive': 0.026649939572716785, 'neutral': 0.7761486417944522, 'negative': 0.1972014216404535}",11
2859,2023-06-30,MS,NEUTRAL,"{'positive': 0.040362096059003046, 'neutral': 0.9247763242040362, 'negative': 0.03486159211024642}",1
2860,2023-06-30,ON,NEUTRAL,"{'positive': 0.07058861704298565, 'neutral': 0.7492392863798517, 'negative': 0.18017209807271956}",14
2861,2023-06-30,RE,NEUTRAL,"{'positive': 0.016431264113634825, 'neutral': 0.9768102765083313, 'negative': 0.006758444171282463}",1
2862,2023-06-30,SEE,NEUTRAL,"{'positive': 0.0007131929936197897, 'neutral': 0.9942645231882731, 'negative': 0.005022260554445286}",3
2863,2023-06-30,SO,NEGATIVE,"{'positive': 0.002747338730841875, 'neutral': 0.33454664051532745, 'negative': 0.662706047296524}",1
2864,2023-06-30,TGT,NEUTRAL,"{'positive': 0.12963581508302013, 'neutral': 0.8256406839936972, 'negative': 0.044723481027176604}",4
2865,2023-07-01,A,NEUTRAL,"{'positive': 0.02093783979174774, 'neutral': 0.6732513827509126, 'negative': 0.30581076838659704}",4
2866,2023-07-01,ARE,NEUTRAL,"{'positive': 0.0038855217746458946, 'neutral': 0.6562571734189987, 'negative': 0.33985728169791396}",2
2867,2023-07-01,COST,POSITIVE,"{'positive': 0.46538007259368896, 'neutral': 0.3019833117723465, 'negative': 0.23263657093048096}",1
2868,2023-07-01,HAS,NEUTRAL,"{'positive': 0.0005198188907039972, 'neutral': 0.6249064663279569, 'negative': 0.3745737479530362}",4
2869,2023-07-01,IT,NEUTRAL,"{'positive': 0.00561766921406767, 'neutral': 0.6978286157837525, 'negative': 0.2965537140184703}",4
2870,2023-07-01,NOW,NEGATIVE,"{'positive': 0.0009342927660327405, 'neutral': 0.03706660959869623, 'negative': 0.9619990885257721}",2
2871,2023-07-01,ON,NEUTRAL,"{'positive': 0.049997751322937094, 'neutral': 0.9477980931599935, 'negative': 0.0022041905904188752}",3
2872,2023-07-01,TGT,NEUTRAL,"{'positive': 0.001245038176421076, 'neutral': 0.9952642619609833, 'negative': 0.0034906951477751136}",1
2873,2023-07-02,A,NEUTRAL,"{'positive': 0.021450381590026536, 'neutral': 0.7853015788759808, 'negative': 0.19324804047441288}",9
2874,2023-07-02,ARE,NEUTRAL,"{'positive': 0.15545194747392088, 'neutral': 0.8262891243211925, 'negative': 0.0182589553296566}",4
2875,2023-07-02,COST,NEUTRAL,"{'positive': 0.050562476739287376, 'neutral': 0.9358319938182831, 'negative': 0.013605575077235699}",1
2876,2023-07-02,HAS,NEUTRAL,"{'positive': 0.002335929058608599, 'neutral': 0.8525693702697754, 'negative': 0.14509470390505158}",5
2877,2023-07-02,IT,NEUTRAL,"{'positive': 0.012210537475766614, 'neutral': 0.9628433061497551, 'negative': 0.024946165676062393}",7
2878,2023-07-02,LOW,NEUTRAL,"{'positive': 0.3795378804206848, 'neutral': 0.6173540949821472, 'negative': 0.003108063479885459}",1
2879,2023-07-02,ON,NEUTRAL,"{'positive': 0.006917537776753306, 'neutral': 0.7822376924753189, 'negative': 0.21084475898300298}",5
2880,2023-07-02,PSX,NEUTRAL,"{'positive': 0.0035901330078818967, 'neutral': 0.8921646220343453, 'negative': 0.10424524425928082}",1
2881,2023-07-02,TGT,NEUTRAL,"{'positive': 0.0034708749153651297, 'neutral': 0.9856080859899521, 'negative': 0.010921029082965106}",2
2882,2023-07-03,A,NEUTRAL,"{'positive': 0.07718239163508762, 'neutral': 0.7939355294611742, 'negative': 0.12888208186426145}",24
2883,2023-07-03,ALL,NEUTRAL,"{'positive': 0.01460776012390852, 'neutral': 0.9839046597480774, 'negative': 0.0014875478809699416}",1
2884,2023-07-03,APP,NEUTRAL,"{'positive': 0.4821060448884964, 'neutral': 0.5145007967948914, 'negative': 0.0033931542420759797}",1
2885,2023-07-03,ARE,NEUTRAL,"{'positive': 0.085927234702034, 'neutral': 0.775422064853566, 'negative': 0.1386506936613134}",14
